"candidate_key_NOT_master_code","canonical_master_code","names_ja","names_en","prefectures","addresses","entity_types","historical_coordinates_NOT_navigation_verified","legacy_code_claims_NOT_approved","source_record_ids","source_urls","identity_status"
"geoshape-nrct-poi:130000183500","","宗参寺","","東京都","東京都 新宿区 弁天町1番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000183500"",""latitude"":35.704948,""longitude"":139.725235,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000183500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000183500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000186200","","熊野神社","","東京都","東京都 八王子市 東中野大字字9号499番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000186200"",""latitude"":35.690213,""longitude"":139.688465,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000186200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000186200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000187600","","高田馬場","","東京都","東京都 新宿区 西早稲田三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000187600"",""latitude"":35.711339,""longitude"":139.713477,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000187600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000187600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000188000","","落合横穴墓群","","東京都","東京都 新宿区 下落合二丁目","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000188000"",""latitude"":35.71819,""longitude"":139.701987,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000188000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000188000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000188100","","落合遺跡","","東京都","東京都 新宿区 中落合四丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000188100"",""latitude"":35.718518,""longitude"":139.682842,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000188100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000188100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000188300","","妙正寺川遺跡","","東京都","東京都 新宿区 西落合二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000188300"",""latitude"":35.720537,""longitude"":139.676462,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000188300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000188300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000189400","","水戸藩上屋敷跡","","東京都","東京都 文京区 後楽一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000189400"",""latitude"":35.705522,""longitude"":139.750538,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000189400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000189400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000189500","","東京砲兵工廠跡","","東京都","東京都 文京区 後楽一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000189500"",""latitude"":35.704413,""longitude"":139.750514,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000189500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000189500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000190600","","伝通院","","東京都","東京都 文京区 春日一丁目11番13号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000190600"",""latitude"":35.71019,""longitude"":139.746704,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000190600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000190600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000191500","","北野神社","","東京都","東京都 中野区 新井四丁目14番3号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000191500"",""latitude"":35.71476,""longitude"":139.666428,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000191500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000191500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000193100","","宗慶寺","","東京都","東京都 文京区 小石川四丁目15番17号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000193100"",""latitude"":35.716557,""longitude"":139.743774,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000193100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000193100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000193200","","善仁寺","","東京都","東京都 文京区 小石川四丁目13番19号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000193200"",""latitude"":35.715912,""longitude"":139.743271,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000193200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000193200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000193800","","小石川御殿跡","","東京都","東京都 文京区 白山三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000193800"",""latitude"":35.719265,""longitude"":139.741729,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000193800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000193800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000193900","","小石川御薬園跡","","東京都","東京都 文京区 白山三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000193900"",""latitude"":35.718892,""longitude"":139.745489,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000193900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000193900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000194000","","小石川養生所跡","","東京都","東京都 文京区 白山三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:130000194000"",""latitude"":35.719786,""longitude"":139.74459,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000194000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000194000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000194100","","小石川植物園内貝塚","","東京都","東京都 文京区 白山三丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:130000194100"",""latitude"":35.719807,""longitude"":139.744571,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000194100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000194100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000195500","","白山神社","","東京都","東京都 中央区 日本橋人形町二丁目25番20号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000195500"",""latitude"":35.686764,""longitude"":139.784149,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000195500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000195500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000196200","","簸川神社","","東京都","東京都 文京区 千石二丁目10番10号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000196200"",""latitude"":35.721432,""longitude"":139.74054,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000196200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000196200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:130000197400","","金剛寺跡","","東京都","東京都 文京区 春日二丁目","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:130000197400"",""latitude"":35.712298,""longitude"":139.741572,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:130000197400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/13/130000197400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000011300","","石観音堂","","神奈川県","神奈川県 川崎市 川崎区観音二丁目16番3号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000011300"",""latitude"":35.526253,""longitude"":139.72937,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000011300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000011300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000011500","","平間寺","","神奈川県","神奈川県 川崎市 川崎区大師町4番48号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000011500"",""latitude"":35.534565,""longitude"":139.730438,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000011500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000011500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000012300","","稲毛神社","","神奈川県","神奈川県 川崎市 川崎区宮本町7番地 | 神奈川県川崎市川崎区宮本町7-7","shrine | 埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000012300"",""latitude"":35.53059,""longitude"":139.704651,""quality"":""published_historical_point_not_navigation_verified""}]","","candidate:B-SNS-20260915-R03-149 | geoshape-nrct-poi:140000012300","http://www.takemikatsuchi.net | https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000012300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000014400","","夢見ヶ崎古墳群","","神奈川県","神奈川県 川崎市幸区 南加瀬四丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000014400"",""latitude"":35.545412,""longitude"":139.660439,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000014400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000014400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000014500","","白山古墳","","神奈川県","神奈川県 川崎市幸区 北加瀬二丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000014500"",""latitude"":35.550717,""longitude"":139.661802,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000014500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000014500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000015700","","神庭遺跡","","神奈川県","神奈川県 川崎市高津区 蟹ケ谷","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000015700"",""latitude"":35.566067,""longitude"":139.635326,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000015700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000015700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000016100","","泉沢寺","","神奈川県","神奈川県 川崎市 中原区上小田中七丁目20番5号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000016100"",""latitude"":35.581886,""longitude"":139.649673,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000016100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000016100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000016300","","小杉御殿跡","","神奈川県","神奈川県 川崎市中原区 小杉御殿町一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000016300"",""latitude"":35.582945,""longitude"":139.650948,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000016300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000016300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000016600","","日枝神社","","神奈川県","神奈川県 藤沢市 辻堂元町三丁目5番21号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000016600"",""latitude"":35.333168,""longitude"":139.454208,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000016600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000016600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000016900","","春日神社","","神奈川県","神奈川県 川崎市 中原区宮内四丁目12番2号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000016900"",""latitude"":35.585609,""longitude"":139.645523,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000016900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000016900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000017600","","子母口貝塚","","神奈川県","神奈川県 川崎市高津区 子母口","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000017600"",""latitude"":35.572667,""longitude"":139.628595,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000017600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000017600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000017800","","千年伊勢山台遺跡","","神奈川県","神奈川県 川崎市高津区 千年","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000017800"",""latitude"":35.579378,""longitude"":139.623533,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000017800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000017800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000018100","","新作小高台遺跡","","神奈川県","神奈川県 川崎市高津区 新作一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000018100"",""latitude"":35.587232,""longitude"":139.611166,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000018100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000018100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000018300","","末長遺跡","","神奈川県","神奈川県 川崎市高津区 末長二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000018300"",""latitude"":35.590071,""longitude"":139.615885,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000018300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000018300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000019500","","梶ヶ谷神明社上遺跡","","神奈川県","神奈川県 川崎市高津区 梶ケ谷四丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000019500"",""latitude"":35.585757,""longitude"":139.602953,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000019500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000019500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000019900","","十三菩提遺跡","","神奈川県","神奈川県 川崎市宮前区 南野川三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000019900"",""latitude"":35.56903,""longitude"":139.610231,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000019900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000019900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000020000","","野川南耕地遺跡","","神奈川県","神奈川県 川崎市宮前区 西野川三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000020000"",""latitude"":35.568732,""longitude"":139.607379,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000020000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000020000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000020100","","影向寺","","神奈川県","神奈川県 川崎市 宮前区野川本町三丁目4番","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000020100"",""latitude"":35.578434,""longitude"":139.619003,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000020100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000020100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000020400","","馬絹古墳","","神奈川県","神奈川県 川崎市宮前区 馬絹五丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000020400"",""latitude"":35.583692,""longitude"":139.60147,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000020400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000020400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000020800","","潮見台遺跡","","神奈川県","神奈川県 川崎市宮前区 菅生二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000020800"",""latitude"":35.596516,""longitude"":139.552187,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000020800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000020800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000020900","","白井坂埴輪窯跡","","神奈川県","神奈川県 川崎市宮前区 犬蔵一丁目","産業施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000020900"",""latitude"":35.591829,""longitude"":139.565915,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000020900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000020900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000021200","","東高根遺跡","","神奈川県","神奈川県 川崎市宮前区 神木本町二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000021200"",""latitude"":35.605056,""longitude"":139.58665,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000021200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000021200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000021500","","下原遺跡","","神奈川県","神奈川県 川崎市多摩区 長尾七丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000021500"",""latitude"":35.60738,""longitude"":139.58339,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000021500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000021500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000021600","","妙楽寺","","神奈川県","神奈川県 川崎市 多摩区長尾三丁目9番3号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000021600"",""latitude"":35.60788,""longitude"":139.577866,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000021600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000021600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000022400","","菅寺尾台廃堂跡","","神奈川県","神奈川県 川崎市多摩区 寺尾台一丁目","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000022400"",""latitude"":35.619444,""longitude"":139.533727,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000022400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000022400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000022500","","小沢城跡","","神奈川県","神奈川県 川崎市多摩区 菅仙谷一丁目","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000022500"",""latitude"":35.631602,""longitude"":139.521689,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000022500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000022500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000022700","","桝形城跡","","神奈川県","神奈川県 川崎市多摩区 枡形六丁目","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000022700"",""latitude"":35.611241,""longitude"":139.560769,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000022700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000022700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000022800","","広福寺","","神奈川県","神奈川県 川崎市 多摩区枡形六丁目7番1号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000022800"",""latitude"":35.615036,""longitude"":139.559586,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000022800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000022800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000023500","","王禅寺","","神奈川県","神奈川県 川崎市 麻生区王禅寺940番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000023500"",""latitude"":35.584377,""longitude"":139.521973,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000023500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000023500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000023700","","早野横穴古墳","","神奈川県","神奈川県 川崎市麻生区 早野","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000023700"",""latitude"":35.573588,""longitude"":139.515274,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000023700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000023700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000024100","","万福寺遺跡群No.１・No.２遺跡","","神奈川県","神奈川県 川崎市麻生区 万福寺三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000024100"",""latitude"":35.605524,""longitude"":139.506367,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000024100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000024100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000024800","","岡上廃寺","","神奈川県","神奈川県 川崎市麻生区 岡上","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000024800"",""latitude"":35.577533,""longitude"":139.479655,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000024800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000024800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000026700","","軽井沢古墳","","神奈川県","神奈川県 横浜市西区 南軽井沢","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:140000026700"",""latitude"":35.467351,""longitude"":139.610442,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000026700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000026700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000027600","","神奈川奉行所跡","","神奈川県","神奈川県 横浜市西区 紅葉ケ丘","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000027600"",""latitude"":35.451678,""longitude"":139.62661,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000027600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000027600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000027700","","金星太陽面経過観測地","","神奈川県","神奈川県 横浜市西区 宮崎町","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000027700"",""latitude"":35.45072,""longitude"":139.627039,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000027700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000027700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000028000","","東福寺","","神奈川県","神奈川県 横浜市 西区赤門町二丁目17番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000028000"",""latitude"":35.443329,""longitude"":139.62175,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000028000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000028000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000028600","","太田陣屋跡","","神奈川県","神奈川県 横浜市中区 日ノ出町一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000028600"",""latitude"":35.444142,""longitude"":139.626402,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000028600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000028600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000028900","","厳島神社","","神奈川県","神奈川県 横浜市 鶴見区駒岡三丁目19番35号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:140000028900"",""latitude"":35.530861,""longitude"":139.654327,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000028900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000028900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000030300","","横浜町会所跡","","神奈川県","神奈川県 横浜市中区 本町一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000030300"",""latitude"":35.447652,""longitude"":139.641224,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000030300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000030300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:140000030500","","横浜正金銀行","","神奈川県","神奈川県 横浜市中区 南仲通五丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:140000030500"",""latitude"":35.44912,""longitude"":139.636614,""quality"":""published_historical_point_not_navigation_verified""}]","","geoshape-nrct-poi:140000030500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/14/140000030500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
