"poi_id","destination_id","batch_id","tier","country_code","prefecture_code","selection_order","category","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","official_url","source_mode","source_job_id","sm_variant_id","rights_status","status","authenticity","quota_exception_reason","review_notes"
"unresolved:jp-hakodate:5","jp-hakodate","JP-S-02","S","JP","hokkaido","5","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:5","variant:jp-hakodate:poi:5:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:6","jp-hakodate","JP-S-02","S","JP","hokkaido","6","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:6","variant:jp-hakodate:poi:6:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:7","jp-hakodate","JP-S-02","S","JP","hokkaido","7","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:7","variant:jp-hakodate:poi:7:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:8","jp-hakodate","JP-S-02","S","JP","hokkaido","8","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:8","variant:jp-hakodate:poi:8:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:9","jp-hakodate","JP-S-02","S","JP","hokkaido","9","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:9","variant:jp-hakodate:poi:9:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:10","jp-hakodate","JP-S-02","S","JP","hokkaido","10","landmark","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:10","variant:jp-hakodate:poi:10:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:11","jp-hakodate","JP-S-02","S","JP","hokkaido","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:11","variant:jp-hakodate:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:12","jp-hakodate","JP-S-02","S","JP","hokkaido","12","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:12","variant:jp-hakodate:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:13","jp-hakodate","JP-S-02","S","JP","hokkaido","13","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:13","variant:jp-hakodate:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:14","jp-hakodate","JP-S-02","S","JP","hokkaido","14","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:14","variant:jp-hakodate:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:15","jp-hakodate","JP-S-02","S","JP","hokkaido","15","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:15","variant:jp-hakodate:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:16","jp-hakodate","JP-S-02","S","JP","hokkaido","16","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:16","variant:jp-hakodate:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:17","jp-hakodate","JP-S-02","S","JP","hokkaido","17","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:17","variant:jp-hakodate:poi:17:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:18","jp-hakodate","JP-S-02","S","JP","hokkaido","18","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:18","variant:jp-hakodate:poi:18:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:19","jp-hakodate","JP-S-02","S","JP","hokkaido","19","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:19","variant:jp-hakodate:poi:19:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:20","jp-hakodate","JP-S-02","S","JP","hokkaido","20","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:20","variant:jp-hakodate:poi:20:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:21","jp-hakodate","JP-S-02","S","JP","hokkaido","21","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:21","variant:jp-hakodate:poi:21:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:22","jp-hakodate","JP-S-02","S","JP","hokkaido","22","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:22","variant:jp-hakodate:poi:22:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:23","jp-hakodate","JP-S-02","S","JP","hokkaido","23","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:23","variant:jp-hakodate:poi:23:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:24","jp-hakodate","JP-S-02","S","JP","hokkaido","24","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:24","variant:jp-hakodate:poi:24:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:25","jp-hakodate","JP-S-02","S","JP","hokkaido","25","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:25","variant:jp-hakodate:poi:25:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:26","jp-hakodate","JP-S-02","S","JP","hokkaido","26","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:26","variant:jp-hakodate:poi:26:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:27","jp-hakodate","JP-S-02","S","JP","hokkaido","27","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:27","variant:jp-hakodate:poi:27:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:28","jp-hakodate","JP-S-02","S","JP","hokkaido","28","family_theme","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:28","variant:jp-hakodate:poi:28:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:29","jp-hakodate","JP-S-02","S","JP","hokkaido","29","family_theme","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:29","variant:jp-hakodate:poi:29:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:30","jp-hakodate","JP-S-02","S","JP","hokkaido","30","family_theme","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:30","variant:jp-hakodate:poi:30:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:31","jp-hakodate","JP-S-02","S","JP","hokkaido","31","family_theme","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:31","variant:jp-hakodate:poi:31:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:32","jp-hakodate","JP-S-02","S","JP","hokkaido","32","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:32","variant:jp-hakodate:poi:32:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:33","jp-hakodate","JP-S-02","S","JP","hokkaido","33","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:33","variant:jp-hakodate:poi:33:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:34","jp-hakodate","JP-S-02","S","JP","hokkaido","34","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:34","variant:jp-hakodate:poi:34:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:35","jp-hakodate","JP-S-02","S","JP","hokkaido","35","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:35","variant:jp-hakodate:poi:35:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:36","jp-hakodate","JP-S-02","S","JP","hokkaido","36","market_shopping","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:36","variant:jp-hakodate:poi:36:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:37","jp-hakodate","JP-S-02","S","JP","hokkaido","37","market_shopping","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:37","variant:jp-hakodate:poi:37:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:38","jp-hakodate","JP-S-02","S","JP","hokkaido","38","market_shopping","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:38","variant:jp-hakodate:poi:38:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:39","jp-hakodate","JP-S-02","S","JP","hokkaido","39","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:39","variant:jp-hakodate:poi:39:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hakodate:40","jp-hakodate","JP-S-02","S","JP","hokkaido","40","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-hakodate:poi:40","variant:jp-hakodate:poi:40:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:1","jp-otaru","JP-S-02","S","JP","","1","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:1","variant:jp-otaru:poi:1:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:2","jp-otaru","JP-S-02","S","JP","","2","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:2","variant:jp-otaru:poi:2:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:3","jp-otaru","JP-S-02","S","JP","","3","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:3","variant:jp-otaru:poi:3:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:4","jp-otaru","JP-S-02","S","JP","","4","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:4","variant:jp-otaru:poi:4:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:5","jp-otaru","JP-S-02","S","JP","","5","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:5","variant:jp-otaru:poi:5:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:6","jp-otaru","JP-S-02","S","JP","","6","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:6","variant:jp-otaru:poi:6:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:7","jp-otaru","JP-S-02","S","JP","","7","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:7","variant:jp-otaru:poi:7:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:8","jp-otaru","JP-S-02","S","JP","","8","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:8","variant:jp-otaru:poi:8:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:9","jp-otaru","JP-S-02","S","JP","","9","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:9","variant:jp-otaru:poi:9:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:10","jp-otaru","JP-S-02","S","JP","","10","landmark","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:10","variant:jp-otaru:poi:10:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:11","jp-otaru","JP-S-02","S","JP","","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:11","variant:jp-otaru:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:12","jp-otaru","JP-S-02","S","JP","","12","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:12","variant:jp-otaru:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:13","jp-otaru","JP-S-02","S","JP","","13","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:13","variant:jp-otaru:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:14","jp-otaru","JP-S-02","S","JP","","14","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:14","variant:jp-otaru:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:15","jp-otaru","JP-S-02","S","JP","","15","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:15","variant:jp-otaru:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:16","jp-otaru","JP-S-02","S","JP","","16","museum_culture","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:16","variant:jp-otaru:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:17","jp-otaru","JP-S-02","S","JP","","17","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:17","variant:jp-otaru:poi:17:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:18","jp-otaru","JP-S-02","S","JP","","18","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:18","variant:jp-otaru:poi:18:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:19","jp-otaru","JP-S-02","S","JP","","19","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:19","variant:jp-otaru:poi:19:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:20","jp-otaru","JP-S-02","S","JP","","20","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:20","variant:jp-otaru:poi:20:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:21","jp-otaru","JP-S-02","S","JP","","21","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:21","variant:jp-otaru:poi:21:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:22","jp-otaru","JP-S-02","S","JP","","22","historic_religious","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:22","variant:jp-otaru:poi:22:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:23","jp-otaru","JP-S-02","S","JP","","23","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:23","variant:jp-otaru:poi:23:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:24","jp-otaru","JP-S-02","S","JP","","24","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:24","variant:jp-otaru:poi:24:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:25","jp-otaru","JP-S-02","S","JP","","25","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:25","variant:jp-otaru:poi:25:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:26","jp-otaru","JP-S-02","S","JP","","26","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:26","variant:jp-otaru:poi:26:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:27","jp-otaru","JP-S-02","S","JP","","27","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:27","variant:jp-otaru:poi:27:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:28","jp-otaru","JP-S-02","S","JP","","28","family_theme","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:28","variant:jp-otaru:poi:28:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:29","jp-otaru","JP-S-02","S","JP","","29","family_theme","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:29","variant:jp-otaru:poi:29:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:30","jp-otaru","JP-S-02","S","JP","","30","family_theme","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:30","variant:jp-otaru:poi:30:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:31","jp-otaru","JP-S-02","S","JP","","31","family_theme","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:31","variant:jp-otaru:poi:31:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:32","jp-otaru","JP-S-02","S","JP","","32","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:32","variant:jp-otaru:poi:32:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:33","jp-otaru","JP-S-02","S","JP","","33","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:33","variant:jp-otaru:poi:33:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:34","jp-otaru","JP-S-02","S","JP","","34","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:34","variant:jp-otaru:poi:34:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:35","jp-otaru","JP-S-02","S","JP","","35","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:35","variant:jp-otaru:poi:35:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:36","jp-otaru","JP-S-02","S","JP","","36","market_shopping","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:36","variant:jp-otaru:poi:36:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:37","jp-otaru","JP-S-02","S","JP","","37","market_shopping","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:37","variant:jp-otaru:poi:37:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:38","jp-otaru","JP-S-02","S","JP","","38","market_shopping","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:38","variant:jp-otaru:poi:38:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:39","jp-otaru","JP-S-02","S","JP","","39","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:39","variant:jp-otaru:poi:39:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-otaru:40","jp-otaru","JP-S-02","S","JP","","40","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-otaru:poi:40","variant:jp-otaru:poi:40:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-beppu:1","jp-beppu","JP-S-03","S","JP","oita","1","landmark","","","","","","","","","","","acquisition_required","source:jp-beppu:poi:1","variant:jp-beppu:poi:1:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-beppu:2","jp-beppu","JP-S-03","S","JP","oita","2","landmark","","","","","","","","","","","acquisition_required","source:jp-beppu:poi:2","variant:jp-beppu:poi:2:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-beppu:3","jp-beppu","JP-S-03","S","JP","oita","3","landmark","","","","","","","","","","","acquisition_required","source:jp-beppu:poi:3","variant:jp-beppu:poi:3:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-beppu:4","jp-beppu","JP-S-03","S","JP","oita","4","landmark","","","","","","","","","","","acquisition_required","source:jp-beppu:poi:4","variant:jp-beppu:poi:4:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
