"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-inuyama","JP-S-07","S","chubu","JP","aichi","愛知県","Aichi","entity_resolution_required","","","Inuyama","Inuyama","","","","","","40","illustrative_city","source:jp-inuyama:master","variant:jp-inuyama:md","variant:jp-inuyama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/aichi/inuyama-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Aichi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-toyama","JP-S-07","S","chubu","JP","toyama","富山県","Toyama","entity_resolution_required","","","Toyama","Toyama","","","","","","40","illustrative_city","source:jp-toyama:master","variant:jp-toyama:md","variant:jp-toyama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/toyama/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Toyama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tateyama-kurobe","JP-S-07","S","chubu","JP","toyama","富山県","Toyama","entity_resolution_required","","","Tateyama Kurobe","Tateyama Kurobe","","","","","","40","illustrative_city","source:jp-tateyama-kurobe:master","variant:jp-tateyama-kurobe:md","variant:jp-tateyama-kurobe:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/toyama/tateyama-and-kurobe","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Toyama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-fukui","JP-S-07","S","chubu","JP","fukui","福井県","Fukui","entity_resolution_required","","","Fukui","Fukui","","","","","","40","illustrative_city","source:jp-fukui:master","variant:jp-fukui:md","variant:jp-fukui:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/fukui/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Fukui. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-echizen","JP-S-07","S","chubu","JP","","","","entity_resolution_required","","","Echizen","Echizen","","","","","","40","illustrative_city","source:jp-echizen:master","variant:jp-echizen:md","variant:jp-echizen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nagano","JP-S-08","S","chubu","JP","nagano","長野県","Nagano","entity_resolution_required","","","Nagano","Nagano","","","","","","40","illustrative_city","source:jp-nagano:master","variant:jp-nagano:md","variant:jp-nagano:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/nagano/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nagano. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hakuba","JP-S-08","S","chubu","JP","nagano","長野県","Nagano","entity_resolution_required","","","Hakuba","Hakuba","","","","","","40","illustrative_city","source:jp-hakuba:master","variant:jp-hakuba:md","variant:jp-hakuba:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/nagano/hakuba","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nagano. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nozawa-onsen","JP-S-08","S","chubu","JP","nagano","長野県","Nagano","entity_resolution_required","","","Nozawa Onsen","Nozawa Onsen","","","","","","40","illustrative_city","source:jp-nozawa-onsen:master","variant:jp-nozawa-onsen:md","variant:jp-nozawa-onsen:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/nagano/nozawa-onsen","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nagano. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yamanouchi","JP-S-08","S","chubu","JP","","","","entity_resolution_required","","","Yamanouchi","Yamanouchi","","","","","","40","illustrative_city","source:jp-yamanouchi:master","variant:jp-yamanouchi:md","variant:jp-yamanouchi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shizuoka","JP-S-08","S","chubu","JP","shizuoka","静岡県","Shizuoka","entity_resolution_required","","","Shizuoka","Shizuoka","","","","","","40","illustrative_city","source:jp-shizuoka:master","variant:jp-shizuoka:md","variant:jp-shizuoka:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/shizuoka/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shizuoka. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-izu","JP-S-08","S","chubu","JP","shizuoka","静岡県","Shizuoka","entity_resolution_required","","","Izu","Izu","","","","","","40","illustrative_city","source:jp-izu:master","variant:jp-izu:md","variant:jp-izu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/shizuoka/izu-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shizuoka. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-atami","JP-S-08","S","chubu","JP","","","","entity_resolution_required","","","Atami","Atami","","","","","","40","illustrative_city","source:jp-atami:master","variant:jp-atami:md","variant:jp-atami:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hamamatsu","JP-S-08","S","chubu","JP","shizuoka","静岡県","Shizuoka","entity_resolution_required","","","Hamamatsu","Hamamatsu","","","","","","40","illustrative_city","source:jp-hamamatsu:master","variant:jp-hamamatsu:md","variant:jp-hamamatsu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/shizuoka/hamamatsu-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shizuoka. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-gero-onsen","JP-S-08","S","chubu","JP","","","","entity_resolution_required","","","Gero Onsen","Gero Onsen","","","","","","40","illustrative_city","source:jp-gero-onsen:master","variant:jp-gero-onsen:md","variant:jp-gero-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-himeji","JP-S-08","S","kansai","JP","hyogo","兵庫県","Hyogo","entity_resolution_required","","","Himeji","Himeji","","","","","","40","illustrative_city","source:jp-himeji:master","variant:jp-himeji:md","variant:jp-himeji:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/hyogo/himeji-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Hyogo. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-koyasan","JP-S-09","S","kansai","JP","wakayama","和歌山県","Wakayama","entity_resolution_required","","","Koyasan","Koyasan","","","","","","40","illustrative_city","source:jp-koyasan:master","variant:jp-koyasan:md","variant:jp-koyasan:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/wakayama/koyasan","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Wakayama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shirahama","JP-S-09","S","kansai","JP","wakayama","和歌山県","Wakayama","entity_resolution_required","","","Shirahama","Shirahama","","","","","","40","illustrative_city","source:jp-shirahama:master","variant:jp-shirahama:md","variant:jp-shirahama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/wakayama/shirahama-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Wakayama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kumano","JP-S-09","S","kansai","JP","","","","entity_resolution_required","","","Kumano","Kumano","","","","","","40","illustrative_city","source:jp-kumano:master","variant:jp-kumano:md","variant:jp-kumano:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-otsu","JP-S-09","S","kansai","JP","shiga","滋賀県","Shiga","entity_resolution_required","","","Otsu","Otsu","","","","","","40","illustrative_city","source:jp-otsu:master","variant:jp-otsu:md","variant:jp-otsu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/shiga/otsu-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shiga. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hikone","JP-S-09","S","kansai","JP","shiga","滋賀県","Shiga","entity_resolution_required","","","Hikone","Hikone","","","","","","40","illustrative_city","source:jp-hikone:master","variant:jp-hikone:md","variant:jp-hikone:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/shiga/hikone-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shiga. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kinosaki-onsen","JP-S-09","S","kansai","JP","","","","entity_resolution_required","","","Kinosaki Onsen","Kinosaki Onsen","","","","","","40","illustrative_city","source:jp-kinosaki-onsen:master","variant:jp-kinosaki-onsen:md","variant:jp-kinosaki-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-okayama","JP-S-09","S","chugoku","JP","okayama","岡山県","Okayama","entity_resolution_required","","","Okayama","Okayama","","","","","","40","illustrative_city","source:jp-okayama:master","variant:jp-okayama:md","variant:jp-okayama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/okayama/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Okayama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kurashiki","JP-S-09","S","chugoku","JP","okayama","岡山県","Okayama","entity_resolution_required","","","Kurashiki","Kurashiki","","","","","","40","illustrative_city","source:jp-kurashiki:master","variant:jp-kurashiki:md","variant:jp-kurashiki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/okayama/kurashiki","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Okayama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tottori","JP-S-09","S","chugoku","JP","tottori","鳥取県","Tottori","entity_resolution_required","","","Tottori","Tottori","","","","","","40","illustrative_city","source:jp-tottori:master","variant:jp-tottori:md","variant:jp-tottori:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/tottori/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tottori. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-matsue","JP-S-09","S","chugoku","JP","shimane","島根県","Shimane","entity_resolution_required","","","Matsue","Matsue","","","","","","40","illustrative_city","source:jp-matsue:master","variant:jp-matsue:md","variant:jp-matsue:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/shimane/matsue-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shimane. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-izumo","JP-S-10","S","chugoku","JP","shimane","島根県","Shimane","entity_resolution_required","","","Izumo","Izumo","","","","","","40","illustrative_city","source:jp-izumo:master","variant:jp-izumo:md","variant:jp-izumo:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/shimane/izumo","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shimane. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yamaguchi","JP-S-10","S","chugoku","JP","yamaguchi","山口県","Yamaguchi","entity_resolution_required","","","Yamaguchi","Yamaguchi","","","","","","40","illustrative_city","source:jp-yamaguchi:master","variant:jp-yamaguchi:md","variant:jp-yamaguchi:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/yamaguchi/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamaguchi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hagi","JP-S-10","S","chugoku","JP","yamaguchi","山口県","Yamaguchi","entity_resolution_required","","","Hagi","Hagi","","","","","","40","illustrative_city","source:jp-hagi:master","variant:jp-hagi:md","variant:jp-hagi:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/yamaguchi/hagi-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamaguchi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-naoshima","JP-S-10","S","shikoku","JP","","","","entity_resolution_required","","","Naoshima","Naoshima","","","","","","40","illustrative_city","source:jp-naoshima:master","variant:jp-naoshima:md","variant:jp-naoshima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-dogo-onsen","JP-S-10","S","shikoku","JP","","","","entity_resolution_required","","","Dogo Onsen","Dogo Onsen","","","","","","40","illustrative_city","source:jp-dogo-onsen:master","variant:jp-dogo-onsen:md","variant:jp-dogo-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tokushima","JP-S-10","S","shikoku","JP","tokushima","徳島県","Tokushima","entity_resolution_required","","","Tokushima","Tokushima","","","","","","40","illustrative_city","source:jp-tokushima:master","variant:jp-tokushima:md","variant:jp-tokushima:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/tokushima/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tokushima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-dazaifu","JP-S-10","S","kyushu-okinawa","JP","","","","entity_resolution_required","","","Dazaifu","Dazaifu","","","","","","40","illustrative_city","source:jp-dazaifu:master","variant:jp-dazaifu:md","variant:jp-dazaifu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-unzen","JP-S-10","S","kyushu-okinawa","JP","","","","entity_resolution_required","","","Unzen","Unzen","","","","","","40","illustrative_city","source:jp-unzen:master","variant:jp-unzen:md","variant:jp-unzen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-takachiho","JP-S-10","S","kyushu-okinawa","JP","miyazaki","宮崎県","Miyazaki","entity_resolution_required","","","Takachiho","Takachiho","","","","","","40","illustrative_city","source:jp-takachiho:master","variant:jp-takachiho:md","variant:jp-takachiho:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/miyazaki/takachiho","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Miyazaki. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yakushima","JP-S-10","S","kyushu-okinawa","JP","kagoshima","鹿児島県","Kagoshima","entity_resolution_required","","","Yakushima","Yakushima","","","","","","40","illustrative_city","source:jp-yakushima:master","variant:jp-yakushima:md","variant:jp-yakushima:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kagoshima/yakushima","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kagoshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-abashiri","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Abashiri","Abashiri","","","","","","25","illustrative_city","source:jp-abashiri:master","variant:jp-abashiri:md","variant:jp-abashiri:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kitami","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Kitami","Kitami","","","","","","25","illustrative_city","source:jp-kitami:master","variant:jp-kitami:md","variant:jp-kitami:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-wakkanai","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Wakkanai","Wakkanai","","","","","","25","illustrative_city","source:jp-wakkanai:master","variant:jp-wakkanai:md","variant:jp-wakkanai:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-rumoi","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Rumoi","Rumoi","","","","","","25","illustrative_city","source:jp-rumoi:master","variant:jp-rumoi:md","variant:jp-rumoi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-monbetsu","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Monbetsu","Monbetsu","","","","","","25","illustrative_city","source:jp-monbetsu:master","variant:jp-monbetsu:md","variant:jp-monbetsu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-akan-mashu","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Akan-Mashu","Akan-Mashu","","","","","","25","illustrative_city","source:jp-akan-mashu:master","variant:jp-akan-mashu:md","variant:jp-akan-mashu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-lake-shikotsu","JP-A-01","A","hokkaido","JP","","","","entity_resolution_required","","","Lake Shikotsu","Lake Shikotsu","","","","","","25","illustrative_city","source:jp-lake-shikotsu:master","variant:jp-lake-shikotsu:md","variant:jp-lake-shikotsu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-jozankei","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Jozankei","Jozankei","","","","","","25","illustrative_city","source:jp-jozankei:master","variant:jp-jozankei:md","variant:jp-jozankei:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yoichi","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Yoichi","Yoichi","","","","","","25","illustrative_city","source:jp-yoichi:master","variant:jp-yoichi:md","variant:jp-yoichi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shakotan","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Shakotan","Shakotan","","","","","","25","illustrative_city","source:jp-shakotan:master","variant:jp-shakotan:md","variant:jp-shakotan:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kutchan","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Kutchan","Kutchan","","","","","","25","illustrative_city","source:jp-kutchan:master","variant:jp-kutchan:md","variant:jp-kutchan:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-rusutsu","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Rusutsu","Rusutsu","","","","","","25","illustrative_city","source:jp-rusutsu:master","variant:jp-rusutsu:md","variant:jp-rusutsu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tomamu","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Tomamu","Tomamu","","","","","","25","illustrative_city","source:jp-tomamu:master","variant:jp-tomamu:md","variant:jp-tomamu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sahoro","JP-A-02","A","hokkaido","JP","","","","entity_resolution_required","","","Sahoro","Sahoro","","","","","","25","illustrative_city","source:jp-sahoro:master","variant:jp-sahoro:md","variant:jp-sahoro:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
